Question_ID,Question,Status_Id,creation_date,created_by,user_id,pdf_uploaded_id,is_public,notes,tags,isdeleted,userid,ispublic,isdeleted
298,Review  articles,NULL,30/03/2020,NULL,6,218,0,"Numbers of review articles are increasing in fieldswhere this has been measured [4], as is the diversity ofreview types published [9, 10].",0,1,NULL,NULL,NULL
299,ask whether literature review justifies,NULL,30/03/2020,NULL,6,218,0,"Lower than expected ratios between numbers of originalpublications and review articles suggest excessive num-bers of reviews in some fields, which may contribute tothe very problem that review articles aim to solve [4].,Pre-emptingsuch scrutiny, authors should clearly define the review’sscope and what it intends to achieve [8]. ",0,NULL,NULL,NULL,NULL
300,what is sample PDF?,NULL,31/03/2020,NULL,38,271,0,This is a small demonstration .pdf file,0,NULL,NULL,NULL,NULL
301,Hardwiring ,NULL,31/03/2020,NULL,29,205,0,"ianchi Xin1, Valentina Greco*,1,2,3,4, and Peggy Myung*,2,41Department of Genetics, Yale School of Medicine, New Haven, Connecticut 06510, USA2Department of Dermatology, Yale Cancer Center, Yale School of Medicine, New Haven, Connecticut 06510, USA3Department of Cell Biology, Yale Stem Cell Center, Yale School of Medicine, New Haven, Connecticut 06510, USA4Yale Cancer Center, Yale School of Medicine, New Haven, Connecticut 06510, USA",0,NULL,NULL,NULL,NULL
302,Stem cell communication?,NULL,31/03/2020,NULL,29,205,0,"How stem cells communicate with their environment is a function of their position within a tissue, the architecture of that tissue, and the type of signal transmitted. While the identity and location of stem cells have been largely characterized in adult tissue, providing insight into the niche components that regulate their maintenance and differentiation, the concomitant discovery of markers to identify and track tissue-specific stem cells has also presented an opportunity to examine if and how tissue morphogenesis is coordinated with stem cell specification and organization. Emerging work is now beginning to uncover the origins of adult stem cells and how communication networks are imp",0,NULL,NULL,NULL,NULL
303,new question,NULL,31/03/2020,NULL,38,271,0," just for use in the Virtual Mechanics tutorials. More text. And more  text. And more text. And more text. And more text.  And more text. And more text. And more text. And more text. And more  text. And more text. Boring, zzzzz. And more text. And more text. And  more text. And more text. And more text. And more text. And more text.  And more text. And more text.  And more text. And more text. And more text. And more text. And more  text. And more text. And more text. Even more. Continued on page 2 ... ",0,NULL,NULL,NULL,NULL
304,NEw qu,NULL,01/04/2020,NULL,12,38,0,"tudies in animals and humans have shown that many of the health benefits of intermittent fasting are not simply the result of reduced free-radical production or  weight  loss,Studies in animals and humans have shown that many of the health benefits of intermittent fasting are not simply the result of reduced free-radical production or  weight  loss",0,1,NULL,NULL,NULL
305,HTA program,NULL,01/04/2020,NULL,41,277,0,"HTA programmeHealth Technology Assessment (HTA) research is undertaken where some evidence already exists to show that a technology can be effectiveand this needs to be compared to the current standard intervention to see which works best. Research can evaluate any intervention used inthe treatment, prevention or diagnosis of disease, provided the study outcomes lead to findings that have the potential to be of direct benefitto NHS patients. Technologies in this context mean any method used to promote health; prevent and treat disease; and improve rehabilitationor long-term care. They are not confined to new drugs and include any intervention used in the treatment, prevention or diagnosis of disease.The journal is indexed in NHS Evidence via its abstracts included in MEDLINE and its Technology Assessment Reports inform National Institutefor Health and Care Excellence (NICE) guidance. HTA research is also an important source of evidence for National Screening Committee (NSC)policy decisions.",0,1,NULL,NULL,NULL
306,hta,NULL,01/04/2020,NULL,41,277,0,"HTA programmeHealth Technology Assessment (HTA) research is undertaken where some evidence already exists to show that a technology can be effectiveand this needs to be compared to the current standard intervention to see which works best. Research can evaluate any intervention used inthe treatment, prevention or diagnosis of disease, provided the study outcomes lead to findings that have the potential to be of direct benefitto NHS patients. Technologies in this context mean any method used to promote health; prevent and treat disease; and improve rehabilitationor long-term care. They are not confined to new drugs and include any intervention used in the treatment, prevention or diagnosis of disease.The journal is indexed in NHS Evidence via its abstracts included in MEDLINE and its Technology Assessment Reports inform National Institutefor Health and Care Excellence (NICE) guidance. HTA research is also an important source of evidence for National Screening Committee (NSC)policy decisions",0,NULL,NULL,NULL,NULL
307,PDF test file?,NULL,01/04/2020,NULL,41,279,0,"PDF Test File Congratulations, your computer is equipped with a PDF (Portable Document Format) reader!  You should be able to view any of the PDF documents and forms available on our site.  PDF forms are indicated by these icons:   or  .  ",0,NULL,NULL,NULL,NULL
308,address of Yukon,NULL,01/04/2020,NULL,41,279,0,"Yukon Department of Education Box 2703 Whitehorse,Yukon Canada Y1A 2C6",0,1,NULL,NULL,NULL
309,Website id,NULL,01/04/2020,NULL,41,279,0,Please visit our website at:  http://www.education.gov.yk.ca/ ,0,1,NULL,NULL,NULL
310,Department address,NULL,01/04/2020,NULL,41,279,0,"Yukon Department of Education Box 2703 Whitehorse,Yukon Canada Y1A 2C6 ",0,NULL,NULL,NULL,NULL
311,what is morbidity of there coronavirus,NULL,02/04/2020,NULL,6,217,0,"The morbidity of these coronavirus diarrheal diseases in ferrets and minks is high but mortality is generally low unless the infected animals have concurrent illnesses, such as Aleutian disease (Gorham et al., 1990). Interestingly, a systemic disease associated with ferret coronavirus has appeared in 2002 in the US and the EU and subsequently in Asia (Autieri et al., 2015; Garner et al., 2008; Gnirs et al., 2016; Lindemann et al., 2016; Terada et al., 2014). ",0,NULL,NULL,NULL,NULL
312,New question,NULL,02/04/2020,NULL,17,282,0,"Curabitur semper arcu ac ligula semper, nec luctusnisl blandit.",0,NULL,NULL,NULL,NULL
313,question 1,NULL,02/04/2020,NULL,17,284,0,"is a complete solution for your document publishing needs. It provides ease of use, flexibility in format, and industry-standard security- and all at no cost to yo",0,NULL,NULL,NULL,NULL
314,sample question?,NULL,02/04/2020,NULL,17,281,0,"Lorem  ipsum  dolor  sit  amet,  consectetur  adipiscing  elit.  Mauris  vitae  erat  nibh.  Morbi  imperdiet scelerisque  massa,  non  ornare  turpis  elementum  consectetur.  Praesent  laoreet  vitae  libero  eget pulvinar",0,NULL,NULL,NULL,NULL
315,searches on literature,NULL,03/04/2020,NULL,6,218,0,"increases confidence that the review’s find-ings and conclusions are reliable, and have not been sub-ject to selection bias. Ideally,",0,NULL,NULL,NULL,NULL
316,Question 1,NULL,03/04/2020,NULL,17,285,0,"is a complete solution for your document publishing needs. It provides ease of use, flexibility in format, and industry-standard security- and all at no cost to you.",0,NULL,NULL,NULL,NULL
317,question 2,NULL,03/04/2020,NULL,17,285,0, Pdf995 is a printer driver that works with any Postscript to PDF converter. The pdf995 printer driver and a free Converter are available for easy download.,0,NULL,NULL,NULL,NULL
318,Literature,NULL,03/04/2020,NULL,6,218,0,"Literature reviews are not always read by subject experts,and it is important that the peer-review process con-siders this. Reviewers who are not direct content expertsmay valuably request clarification of nomenclature and/or historical issues that may have seemed too obviousfor the authors to have explained. Summary diagramssuggested by peer reviewers may help make a literaturereview more accessible to a broader audience.",literatue,NULL,NULL,NULL,NULL
319,Editable question ,NULL,03/04/2020,NULL,17,288,0,"Neque porro quisquam est qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit...""""There is no one who loves pain itself, who seeks after it and wants to have it, simply because it is pain...",0,1,NULL,NULL,NULL
320,Benefits of intermittent fasting ?,NULL,03/04/2020,NULL,12,38,0,"Studies in animals and humans have shown that many of the health benefits of inter,Preclinical  studies  consistently  show  the  robust  disease-modifying  efficacy  of  intermittent  fasting  in  animal  models  on  a  wide  range  of  chronic  disorders,  in-cluding obesity, diabetes, cardiovascular disease, cancers, and neurodegenerative brain diseases",0,1,NULL,NULL,NULL
321,question 3,NULL,03/04/2020,NULL,17,285,0,such as: combining documents into a single PDF; automatic link insertion; hierarchical bookmark insertion; PDF conversion to HTML,0,NULL,NULL,NULL,NULL
322,Benefits of Intermittent fasting ?,NULL,03/04/2020,NULL,12,38,0,"Preclinical  studies  consistently  show  the  robust  disease-modifying  efficacy  of  intermittent  fasting  in  animal  models  on  a  wide  range  of  chronic  disorders,  in-cluding obesity, diabetes, cardiovascular disease, cancers, and neurodegenerative brain diseases",0,NULL,NULL,NULL,NULL
323,question 1,NULL,04/04/2020,NULL,17,288,0,"Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Nam sed tincidunt turpis",kurrasatheesh16gmail.com,NULL,NULL,NULL,NULL
324,sample question of PDF,NULL,04/04/2020,NULL,44,289,0,just for use in the Virtual Mechanics tutorials. More text. And more  text. And more text. And more text. And more text.,"Sample,simplepdf,newPDF",NULL,NULL,NULL,NULL
325,A simple PDF file,NULL,04/04/2020,NULL,44,291,0,"And,And,And more text. And more text. And more text. And more text. And more  text. And more text. Boring, zzzzz. And more text. And more text. And  more text. And more text. And more text. And more text. And more text.  And more text. And more text.","Tagspdf,samp",1,NULL,NULL,NULL
326,Yukon,NULL,04/04/2020,NULL,44,290,0,"Congratulations, your computer is equipped with a PDF (Portable Document Format) reader!  You should be able to view any of the PDF documents and forms available on our site.  PDF forms are indicated by these icons:   or  . ",addtag,NULL,NULL,NULL,NULL
327,small pdf,NULL,04/04/2020,NULL,44,291,0," just for use in the Virtual Mechanics tutorials. More text. And more  text. And more text. And more tex,This is a small demonstration .pdf file ","smallpdf,large",NULL,NULL,NULL,NULL
328,Data on sampling behaviour,NULL,04/04/2020,NULL,6,139,0,"Data on the sampling behaviour showed that high LOA participants were more likely to sample relevant information, which kept them “in the loop” and prepared to handle automation failures",sampling,NULL,NULL,NULL,NULL
329,DBH,NULL,04/04/2020,NULL,6,139,0," They found that when the automation erred, the low DBH group was more likely to verify the automation’s suggestions and had significantly better decision accuracy (i.e., detected more automation errors)","DBH,d,add",NULL,NULL,NULL,NULL
330,Elsevier question,NULL,04/04/2020,NULL,44,292,0,"Since January 2020 Elsevier has created a COVID-19 resource centre with freeinformation in English and Mandarin on the novel coronavirus COVID-19. TheCOVID-19 resource centre is hosted on Elsevier Connect, the company's publicnews and information website.","Elsevier,Elsevierbookpdf,corona",NULL,NULL,NULL,NULL
331,Abstract of URL,NULL,06/04/2020,NULL,44,292,0,"Ferret and mink coronaviruses typically cause catarrhal diarrhea in ferrets and minks, respectively. In recentyears, however, systemic fatal coronavirus infection has emerged in ferrets, which resembles feline infectiousperitonitis(FIP)incats.FIPisahighlyfatalsystemicdiseasecausedbyavirulentfelinecoronavirusinfectionincats. Despite the importance of coronavirus infections in these animals, there are no effective commercialvaccinesorantiviraldrugsavailablefortheseinfections.Wehavepreviouslyreportedtheefficacyofaproteaseinhibitor in cats with FIP, demonstrating that avirally encoded3C-like protease (3CLpro) is a validtarget forantiviral drug development for coronavirus infections. In this study, we extended our previous work on cor-onavirusinhibitorsandinvestigatedthestructure-activityrelationshipsofafocusedlibraryofproteaseinhibitorsfor ferret and mink 3CLpro. Using the fluorescence resonance energy transfer assay, we identified potent in-hibitors broadly effective against feline, ferret and mink coronavirus 3CLpro. Multiple amino acid sequenceanalysisandmodellingof3CLproofferretandminkcoronaviruseswereconductedtoprobethestructuralbasisfor these findings. The results of this study provide support for further research to develop broad-spectrumantiviralagentsformultiplecoronavirusinfections.Tothebestofourknowledge,thisisthefirstreportonsmallmoleculeinhibitorsofferretandminkcoronaviruses",tags1URL,NULL,NULL,NULL,NULL
332,What is yukon?,NULL,06/04/2020,NULL,45,293,0,"Congratulations, your computer is equipped with a PDF (Portable Document Format) reader!  You should be able to view any of the PDF documents and forms available on our site.  PDF forms are indicated by these icons:   or  .  ","yukon,Portabledocumentforma",NULL,NULL,NULL,NULL
333,yukon1,NULL,06/04/2020,NULL,45,293,0,Yukon Department of Education ,yukan1,NULL,NULL,NULL,NULL
334,simple PDF,NULL,06/04/2020,NULL,46,295,0,just for use in the Virtual Mechanics tutorials. More text. And more  text. And more text. And more text. And more text.,"author,latestbook",NULL,NULL,NULL,NULL
335,Add more text!,NULL,06/04/2020,NULL,46,295,0,"And more text. And more text. And more text. And more text. And more  text. And more text. Boring, zzzzz. And more text. And more text. And  more text. And more text. And more text. And more text. And more text.  And more text. And more text","author,latestbook",NULL,NULL,NULL,NULL
336,what a question?,NULL,06/04/2020,NULL,45,297,0,just for use in the Virtual Mechanics tutorials. More text. And more  text. And more text. And more text. And more text. ,"questionanswer,simpletags123",NULL,NULL,NULL,NULL
337,third question,NULL,06/04/2020,NULL,46,295,0,And more text. And more text. And more text. And more text. And more  text. And more text. And more text. Even more. Continued on page 2 ... ,"author,latestbook",NULL,NULL,NULL,NULL
338,question 3,NULL,07/04/2020,NULL,17,288,0,"consectetur  adipiscing  elit.  Mauris  vitae  erat  nibh.  Morbi  imperdiet scelerisque  massa,  non  ornare  turpis",kurrasatheesh16gmail.com,1,NULL,NULL,NULL
339,question 4,NULL,07/04/2020,NULL,17,288,0," litora  torquent  per  conubia  nostra,  per  inceptos himenaeos. Quisque in ex libero. NULLam augue mauris,",kurrasatheesh16gmail.com,1,NULL,NULL,NULL
340,question 5,NULL,07/04/2020,NULL,17,288,0," nunc sapien vestibulum erat, aliquam elementum est est sed erat. Proin facilisis lacus vitae magna volutpat",kurrasatheesh16gmail.com,1,NULL,NULL,NULL
341,question 6,NULL,07/04/2020,NULL,17,288,0,"Aliquam convallis venenatis ultrices. Nam pulvinar aliquet magna, at ornare ligula cursus vel. Curabitur vitae cursus ante,Aliquam convallis venenatis ultrices. Nam pulvinar aliquet magna, at ornare ligula cursus vel. Curabitur vitae cursus ante,Aliquam convallis venenatis ultrices. Nam pulvinar aliquet magna, at ornare ligula cursus vel. Curabitur vitae cursus ante.,Aliquam convallis venenatis ultrices. Nam pulvinar aliquet magna, at ornare ligula cursus vel. Curabitur vitae cursus ante.,venenatis ,augue. Cras id velit purus. Aliquam convallis venenatis ultrices. Nam pulvinar aliquet magna, at ornare , Aliquam convallis venenatis ultrices. Nam pulvinar aliquet magna, at ornare ligula cursus vel. Curabitur vitae cursus ante.",kurrasatheesh16gmail.com,1,NULL,NULL,NULL
342,new question 122,NULL,07/04/2020,NULL,45,298,0,just for use in the Virtual Mechanics tutorials. More text. And more  text. And more text. And more text. And more text.,122,NULL,NULL,NULL,NULL
343,how to add a new question,NULL,07/04/2020,NULL,46,296,0,"TASSER,Fig.3.Three-dimensionalhomologystructuremodelsofferretandminkcoronavirus3CLpros.A.Ferretcoronavirusandminkcoronavirus3CLprosweremodelledusingI-TASSER(Yangetal.,2015)andsuperposedwithacrystalstructureoffelinecoronavirus3CLpro(PDBID:4ZRO).B.Crystalstructuresoffelinecoronavirus3CLpro(PDBID:4ZRO)andTGEV(PDBID:4F40)weresuperposed.ThecrystalstructureofTGEV-GC376complexwaspreviouslyreportedbyus(Kimetal.,2012).GC376,indicatedasredstick,isshownintheactivesiteofthesuperposed3CLpro.(Forinterpretationofthereferencestocolorinthisfigurelegend,thereaderisreferredtotheWebversionofthisarticle.)","newtag,existingtag",NULL,NULL,NULL,NULL
344,tag testing,NULL,07/04/2020,NULL,48,301,0, just for use in the Virtual Mechanics tutorials. More text. And more  text. And more text. And more text. And more text.,tagtesting,1,NULL,NULL,NULL
345,testingtag,NULL,07/04/2020,NULL,48,301,0,And more text. And more text. And more text. And more text. And more  text. And more text. And more text. Even more. Continued on page 2 ... ,"tagtesting,testingtag",NULL,NULL,NULL,NULL
346,what is coronavirus?,NULL,07/04/2020,NULL,46,299,0,"Coronavirusesareadiversefamilyofvirusesthatinfectanimalsandhumans. However, the overall structure and function of 3CLpro areconserved among coronaviruses, which suggests that development ofprotease inhibitors broadly active against multiple coronaviruses maybe feasible. A number of studies have been published on coronavirus3CLpro inhibitors but previous reports have largely focused on SARS-coronavirus(Dengetal.,2014;Jacobsetal.,2013;Konnoetal.,2013)and more recently on MERS-coronavirus, and only a few studies areavailableon3CLproinhibitorsformultiplecoronaviruses.The3CLproinhibitorsthatareactiveagainsttwoormorecoronaviruseshavebeenreportedbyourandothergroups(Kimetal.,2012,2016b;   Prioretal.,2013)(reviewedin(Hilgenfeld,2014).WehavepreviouslyshownthatGC376, a reversible inhibitor of 3CLpro, is efficacious in treating cat","coronavirus,diseases,fight",NULL,NULL,NULL,NULL
347,New question on corona?,NULL,07/04/2020,NULL,46,299,0,"Coronavirusesareadiversefamilyofvirusesthatinfectanimalsandhumans. However, the overall structure and function of 3CLpro areconserved among coronaviruses, which suggests that development ofprotease inhibitors broadly active against multiple coronaviruses maybe feasible. A number of studies have been published on coronavirus3CLpro inhibitors but previous reports have largely focused on SARS-coronavirus(Dengetal.,2014;Jacobsetal.,2013;Konnoetal.,2013)and more recently on MERS-coronavirus, and only a few studies areavailableon3CLproinhibitorsformultiplecoronaviruses.The3CLproinhibitorsthatareactiveagainsttwoormorecoronaviruseshavebeen",newquestiononcorona,NULL,NULL,NULL,NULL
348,synthesis,NULL,07/04/2020,NULL,46,299,0,"Synthesis of NPI52 (Prior et al., 2013), GC376 (Kim et al., 2012),GC551 and GC543 (Mandadapu et al., 2013a), GC523 (Mandadapuet al., 2012), GC583, GC587, GC591 and GC597 (GalasitiKankanamalage et al., 2015), GC772 and GC774 (GalasitiKankanamalageetal.,2017)werepreviouslydescribed.ThecompoundlistisshowninTable1.",synthesis,NULL,NULL,NULL,NULL
349,three dimensional,NULL,07/04/2020,NULL,46,299,0,"Three-dimensionalhomologystructuremodelsofferretandminkcoronavirus3CLpros.A.Ferretcoronavirusandminkcoronavirus3CLprosweremodelledusingI-TASSER(Yangetal.,2015)andsuperposedwithacrystalstructureoffelinecoronavirus3CLpro(PDBID:4ZRO).B.Crystalstructuresoffelinecoronavirus3CLpro(PDBID:4ZRO)andTGEV(PDBID:4F40)weresuperposed.ThecrystalstructureofTGEV-GC376complexwaspreviouslyreportedbyus(Kimetal.,2012).GC376,indicatedasredstick,isshownintheactivesiteofthesuperposed3CLpro.(Forinterpretationofthereferencestocolorinthisfigurelegend,thereaderisreferredtotheWebversionofthisarticle.)Fig.4.The superposed residues in the catalytic site of feline, ferret and minkcoronavirus 3CLpros.Ayellow stickrepresents GC376.The catalyticresidues,H41andC144,areshowninred.ThefiveresiduesthatinteractwithGC376inthecrystalstructureofTGEV-GC376complexareshowninvariouscolors.(Forinterpretation of thereferences to colorin this figurelegend, thereader is re-ferredtotheWebversionofthisarticle.)K.D. Perera et al.Antiviral Research 160 (2018) 79-8684 ",three,NULL,NULL,NULL,NULL
350,test question.,NULL,07/04/2020,NULL,17,281,0," Proin  maximus  quam  id  magna  vulputate  ultricies.  Maecenas  lacinia  dolor eros, a bibendum tellus bibendum vitae. Praesent vel neque imperdiet",kurrasatheesh16gmail.com,NULL,NULL,NULL,NULL
351,question 3,NULL,07/04/2020,NULL,17,281,0,"Etiam dignissim sed arcu in  cursus. Pellentesque rutrum semper justo, ut ornare mi vehicula sodales.","kurrasatheesh16gmail.com,kurrasatheesh16gmail.com",NULL,NULL,NULL,NULL
352,question 4,NULL,07/04/2020,NULL,17,281,0," Fusce ut imperdiet nisl. NULLam suscipit, lectus et semper ornare, ante nisi semper lorem, in viverra mauris augue non eros","kurrasatheesh16gmail.com,kurrasatheesh16gmail.com",NULL,NULL,NULL,NULL
353,question 1,NULL,07/04/2020,NULL,17,284,0,"is a complete solution for your document publishing needs. It provides ease of use, flexibility in format, and industry-standard security",0,NULL,NULL,NULL,NULL
354,simple PDF example,NULL,08/04/2020,NULL,49,302,0, just for use in the Virtual Mechanics tutorials. More text. And more  text. And more text. And more text. And more text. ,"examplepdf,addtags,text,yourselectedtext",1,NULL,NULL,NULL
355,Adding annotation using URL,NULL,08/04/2020,NULL,49,303,0,"Ferret and mink coronaviruses typically cause catarrhal diarrhea in ferrets and minks, respectively. In recentyears, however, systemic fatal coronavirus infection has emerged in ferrets, which resembles feline infectiousperitonitis(FIP)incats.FIPisahighlyfatalsystemicdiseasecausedbyavirulentfelinecoronavirusinfectionincats. Despite the importance of coronavirus infections in these animals, there are no effective commercialvaccinesorantiviraldrugsavailablefortheseinfections.Wehavepreviouslyreportedtheefficacyofaproteaseinhibitor in cats with FIP, demonstrating that avirally encoded3C-like protease (3CLpro) is a validtarget forantiviral drug development for coronavirus infections. In this study, we extended our previous work on cor-onavirusinhibitorsandinvestigatedthestructure-activityrelationshipsofafocusedlibraryofproteaseinhibitorsfor ferret and mink 3CLpro. Using the fluorescence resonance energy transfer assay, we identified potent in-hibitors broadly effective against feline, ferret and mink coronavirus 3CLpro. Multiple amino acid sequenceanalysisandmodellingof3CLproofferretandminkcoronaviruseswereconductedtoprobethestructuralbasisfor these findings. The results of this study provide support for further research to develop broad-spectrumantiviralagentsformultiplecoronavirusinfections.Tothebestofourknowledge,thisisthefirstreportonsmallmoleculeinhibitorsofferretandminkcoronaviruses","URLpdf,AddingannotationusingURL",NULL,NULL,NULL,NULL
356,sample12345678,NULL,08/04/2020,NULL,49,302,0,just for use in the Virtual Mechanics tutorials. More text. And more  text. And more text. And more text. And more text.,"1234567,890,samplepdftageg",NULL,NULL,NULL,NULL
357,Cancer PDF,NULL,08/04/2020,NULL,49,303,0,"Crandell-Rees feline kidney cells (CRFK) and a feline coronavirus(FIPV-1146) were purchased from American Type Culture Collection(Manassas, VA). Feline coronavirus was grown with Eagle's MinimalEssential Medium (MEM) supplemented with 5% fetal bovine serum,100U/mlpenicillinand100µg/mlstreptomycininCRFKcells",cancer001,NULL,NULL,NULL,NULL
358,question2,NULL,08/04/2020,NULL,17,288,0," Proin  maximus  quam  id  magna  vulputate  ultricies.  Maecenas  lacinia  dolor eros, a bibendum tellus bibendum",kurrasatheesh16gmail.com,NULL,NULL,NULL,NULL
359,question 3,NULL,08/04/2020,NULL,17,288,0,"Etiam dignissim sed arcu in  cursus. Pellentesque rutrum semper justo, ut ornare mi vehicula sodales",kurrasatheesh16gmail.com,NULL,NULL,NULL,NULL
360,question 4,NULL,08/04/2020,NULL,17,288,0,"Nam tincidunt mauris mi, nec congue est bibendum vel.  Morbi  ullamcorper  eros  at  tempus  suscipit.  ","kurrasatheesh16gmail.com,kurrasatheesh16gmail.com",NULL,NULL,NULL,NULL
361,question 4,NULL,08/04/2020,NULL,17,288,0,"nunc sapien vestibulum erat, aliquam elementum est est sed erat. Proin facilisis lacus vitae magna volutpat","kurrasatheesh16gmail.com,kurrasatheesh16gmail.com",1,NULL,NULL,NULL
362,new question1,NULL,09/04/2020,NULL,46,312,0,"Congratulations, your computer is equipped with a PDF (Portable Document Format) reader!  You should be able to view any of the PDF documents and forms available on our site.  PDF forms are indicated by these icons: ","newquestion1,congrats,newtag",NULL,NULL,NULL,NULL
363,yokan address in canada,NULL,09/04/2020,NULL,46,312,0,"Yukon Department of Education Box 2703 Whitehorse,Yukon Canada Y1A 2C6","newquestion1,congrats,newtag",1,NULL,NULL,NULL
364,how is ferret and mink corona related?,NULL,09/04/2020,NULL,46,313,0,"Ferret and mink coronaviruses typically cause catarrhal diarrhea in ferrets and minks, respectively. In recentyears, however, systemic fatal coronavirus infection has emerged in ferrets, which resembles feline infectiousperitonitis(FIP)incats.FIPisahighlyfatalsystemicdiseasecausedbyavirulentfelinecoronavirusinfectionincats. Despite the importance of coronavirus infections in these animals, there are no effective commercialvaccinesorantiviraldrugsavailablefortheseinfections.Wehavepreviouslyreportedtheefficacyofaproteaseinhibitor in cats with FIP, demonstrating that avirally encoded3C-like protease (3CLpro) is a validtarget forantiviral drug development for coronavirus infections. In this study, we extended our previous work on cor-onavirusinhibitorsandinvestigatedthestructure-activityrelationshipsofafocusedlibraryofproteaseinhibitorsfor ferret and mink 3CLpro. Using the fluorescence resonance energy transfer assay, we identified potent in-hibitors broadly effective against feline, ferret and mink coronavirus 3CLpro. Multiple amino acid sequenceanalysisandmodellingof3CLproofferretandminkcoronaviruseswereconductedtoprobethestructuralbasisfor these findings. The results of this study provide support for further research to develop broad-spectrumantiviralagentsformultiplecoronavirusinfections.Tothebestofourknowledge,thisisthefirstreportonsmallmoleculeinhibitorsofferretandminkcoronaviruse",ferretrelation,NULL,NULL,NULL,NULL
365,question 6,NULL,09/04/2020,NULL,17,288,0," consectetur  adipiscing  elit.  Mauris  vitae  erat  nibh.  Morbi  imperdiet scelerisque  massa,  non  ornare  turpis  elementum  consectetur.",kurrasatheesh16gmail.com,NULL,NULL,NULL,NULL
366,What is mauria?,NULL,09/04/2020,NULL,46,314,0,"Mauris  ac  auctor  dolor.  Proin  maximus  quam  id  magna  vulputate  ultricies.  Maecenas  lacinia  dolor eros, a bibendum tellus bibendum vitae. Praesent vel neque imperdiet, eleifend est vel, pharetra ex. Vivamus a hendrerit nisl. Etiam dignissim sed arcu in  cursus. Pellentesque rutrum semper justo, ut ornare mi vehicula sodales. Fusce ut imperdiet nisl. NULLam suscipit, lectus et semper ornare, ante nisi semper lorem, in viverra mauris augue non eros. Nam tincidunt mauris mi, nec congue est bibendum vel.  Morbi  ullamcorper  eros  at  tempus  suscipit.  Nunc  mattis  sed  lectus  at  eleifend. Morbi  convallis augue metus, accumsan malesuada elit consectetur quis. Donec vel turpis efficitur, malesuada ligula ut, blandit dui. Integer at purus et quam blandit volutpat. Donec vel orci efficitur, sodales diam nec, malesuada ipsum.",mauris,NULL,NULL,NULL,NULL
367,what is expression?,NULL,09/04/2020,NULL,46,313,0,Expression and purification of 3CLpro of ferret and mink coronavirus,"expression,3clpro",1,NULL,NULL,NULL
368,what is purus?,NULL,09/04/2020,NULL,51,314,0,"In  purus  elit,  finibus  quis  nisi  ut,  placerat  consectetur  erat.  Pellentesque  habitant  morbi  tristique senectus  et  netus  et  malesuada  fames  ac  turpis  egestas.  Aenean  non  metus  turpis.  Vestibulum  at iaculis massa. Nunc orci magna, congue a egestas nec, vulputate non mauris. Fusce malesuada a ipsum eu porttitor. Cras pretium porta tempor. Integer pulvinar convallis ipsum at varius. Cras convallis varius arcu eget egestas. Praesent ullamcorper nisl ex, et mollis ante sagittis vel. Ut elementum ligula enim. Maecenas massa dui, malesuada in metus nec, vulputate efficitur nibh",addingtodashboard,1,NULL,NULL,NULL
369,what is Curabitur  dictum  lacus  magna.,NULL,09/04/2020,NULL,51,318,0,"Curabitur  dictum  lacus  magna.  Integer  ex  velit,  malesuada  eu  ligula  id,  suscipit  sagittis  lacus. Phasellus cursus viverra ultrices. Maecenas magna arcu, finibus eget elit vitae, iaculis ornare tellus. NULLam  faucibus  libero  felis,  in  efficitur  lorem  vestibulum  id.  Aliquam  sagittis  scelerisque  tellus,  a gravida  orci  suscipit  quis.  Orci varius  natoque  penatibus  et  magnis  dis  parturient  montes,  nascetur ridiculus  mus.  Pellentesque  ac  risus  arcu.  Aliquam  condimentum  massa  sed  tincidunt  tincidunt. Pellentesque non mauris in elit rhoncus condimentum. Vivamus tempus lacus ex. Integer malesuada, justo sed finibus egestas, risus velit porta erat, a tempor sem augue vel leo. Ut nisi massa, egestas quis orci nec, varius condimentum lorem. NULLam hendrerit feugiat lacinia. Pellentesque habitant morbi tristique senectus  et netus et malesuada fames ac turpis egestas. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae;","curab,lacus,magna",1,NULL,NULL,NULL
370,what is neque pain?,NULL,09/04/2020,NULL,51,318,0,"Neque porro quisquam est qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit...""""There is no one who loves pain itself, who seeks after it and wants to have it, simply because it is pain..,""There is no one who loves pain itself, who seeks after it and wants to have it, simply because it is pain..","curab,lacus,magna",NULL,NULL,NULL,NULL
371,question@2,NULL,09/04/2020,NULL,51,318,0,"In  purus  elit,  finibus  quis  nisi  ut,  placerat  consectetur  erat.  Pellentesque  habitant  morbi  tristique senectus  et  netus  et  malesuada  fames  ac  turpis  egestas.  Aenean  non  metus  turpis.  Vestibulum  at iaculis massa. Nunc orci magna, congue a egestas nec, vulputate non mauris. Fusce malesuada a ipsum eu porttitor. Cras pretium porta tempor. Integer pulvinar convallis ipsum at varius. Cras convallis varius arcu eget egestas. Praesent ullamcorper nisl ex, et mollis ante sagittis vel. Ut elementum ligula enim. Maecenas massa dui, malesuada in metus nec, vulputate efficitur nibh",Q2,NULL,NULL,NULL,NULL
